Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
36.2,68.0,33.1,Sandy,Barley,15.7,1.3,37.1,14-35-14
31.7,66.8,51.0,Loamy,Wheat,41.9,1.7,5.5,Urea
29.9,53.0,48.6,Clayey,Paddy,34.2,3.0,0.1,Urea
28.2,55.6,46.7,Loamy,Wheat,15.1,2.0,41.7,DAP
28.8,67.2,27.6,Loamy,Sugarcane,17.7,0.3,41.3,DAP
29.8,53.4,26.3,Clayey,Pulses,12.9,4.1,9.3,20-20
34.9,66.3,36.6,Clayey,Paddy,14.2,3.2,39.9,DAP
36.0,72.4,34.9,Sandy,Barley,12.9,3.5,35.0,14-35-14
31.3,67.6,38.2,Red,Pulses,18.3,4.9,25.9,28-28
27.3,55.1,34.1,Sandy,Maize,42.7,1.3,6.7,Urea
26.8,53.5,38.8,Sandy,Barley,10.0,11.0,10.0,17-17-17
36.0,72.1,39.2,Clayey,Paddy,14.8,1.2,37.7,DAP
36.4,72.7,34.5,Sandy,Barley,10.9,0.9,43.1,14-35-14
36.7,65.1,61.5,Black,Cotton,8.6,9.1,28.0,14-35-14
30.1,52.5,37.4,Sandy,Maize,24.5,0.8,19.5,28-28
34.4,60.3,31.0,Loamy,Sugarcane,37.5,6.1,6.7,Urea
30.0,54.9,65.6,Black,Cotton,42.0,5.0,7.2,Urea
39.8,69.8,34.7,Clayey,Paddy,14.5,5.0,42.9,DAP
33.5,59.8,66.3,Black,Cotton,37.7,4.4,0.5,Urea
39.7,67.4,39.7,Clayey,Paddy,10.7,3.4,39.1,DAP
38.0,68.2,32.2,Sandy,Barley,12.3,0.7,41.9,14-35-14
31.0,57.0,40.0,Sandy,Millets,13.4,4.1,15.6,28-28
33.3,58.3,61.8,Black,Cotton,41.9,2.7,0.5,Urea
33.4,54.8,35.5,Sandy,Maize,24.8,4.2,16.1,28-28
38.0,66.2,33.4,Red,Pulses,22.9,0.2,22.5,28-28
26.6,51.0,38.9,Sandy,Maize,32.6,3.7,2.5,Urea
35.9,60.6,34.9,Loamy,Sugarcane,40.3,2.6,2.2,Urea
38.9,68.7,33.0,Black,Oil seeds,14.2,9.7,46.0,DAP
25.9,60.6,57.5,Loamy,Cotton,7.4,7.8,34.8,14-35-14
29.5,52.3,39.9,Sandy,Millets,12.1,3.7,15.3,28-28
28.8,51.5,25.0,Sandy,Ground Nuts,14.9,4.4,32.8,DAP
33.0,64.2,45.9,Loamy,Wheat,36.4,4.8,3.2,Urea
25.1,64.8,65.3,Loamy,Cotton,33.4,1.0,1.2,Urea
31.3,61.2,35.4,Red,Pulses,26.3,2.9,22.6,28-28
29.0,54.7,51.7,Loamy,Wheat,13.0,2.8,35.2,DAP
27.1,51.5,41.3,Sandy,Maize,40.8,2.5,0.0,Urea
27.1,54.2,37.9,Black,Millets,43.2,3.6,3.8,Urea
30.5,66.2,41.6,Clayey,Paddy,16.0,0.0,23.2,28-28
37.7,68.1,33.8,Clayey,Paddy,11.1,2.1,40.2,DAP
35.3,66.9,37.1,Clayey,Pulses,35.9,1.6,3.1,Urea
38.9,69.6,39.2,Red,Tobacco,11.6,1.5,40.6,DAP
29.6,54.2,34.2,Sandy,Maize,40.3,3.1,4.5,Urea
27.6,63.1,66.6,Loamy,Cotton,38.4,2.4,3.5,Urea
30.1,53.9,41.3,Sandy,Maize,21.2,1.7,17.8,28-28
29.1,55.3,60.5,Red,Cotton,11.4,0.0,14.0,20-20
34.6,67.9,43.1,Clayey,Paddy,17.7,1.4,36.4,DAP
38.1,67.4,36.5,Red,Tobacco,11.2,0.2,38.9,DAP
31.8,66.9,51.2,Loamy,Wheat,36.0,1.6,4.9,Urea
31.6,67.3,29.6,Red,Tobacco,22.5,3.0,18.2,28-28
24.3,51.7,30.2,Red,Ground Nuts,15.4,17.2,10.5,17-17-17
26.2,54.9,30.0,Red,Ground Nuts,8.2,2.7,37.0,DAP
31.5,66.7,45.1,Clayey,Paddy,14.5,3.0,18.1,28-28
30.9,64.1,42.7,Clayey,Paddy,10.9,0.6,26.1,28-28
25.7,53.7,50.0,Loamy,Wheat,25.2,2.4,18.0,28-28
30.0,49.3,30.0,Sandy,Ground Nuts,19.5,4.6,35.2,DAP
29.3,48.2,28.9,Red,Ground Nuts,13.9,15.0,12.3,17-17-17
23.6,50.2,33.3,Sandy,Ground Nuts,12.5,0.0,42.3,DAP
34.5,67.7,51.1,Loamy,Wheat,44.4,2.8,3.5,Urea
29.4,52.8,35.0,Red,Ground Nuts,8.8,2.3,38.5,DAP
26.8,52.3,37.4,Sandy,Maize,38.2,3.1,0.0,Urea
30.2,52.7,32.5,Red,Ground Nuts,11.4,3.2,40.7,DAP
31.7,59.1,60.4,Loamy,Sugarcane,14.3,6.3,30.7,14-35-14
26.8,50.8,28.7,Sandy,Ground Nuts,14.6,1.9,42.4,DAP
39.6,69.2,36.0,Black,Oil seeds,13.7,6.8,41.3,DAP
39.9,70.0,29.4,Black,Oil seeds,9.8,11.7,44.4,DAP
31.9,56.3,44.2,Sandy,Maize,17.6,4.2,22.1,28-28
29.4,52.8,33.8,Sandy,Maize,34.5,1.9,4.3,Urea
29.4,52.6,37.0,Black,Millets,42.6,1.6,1.2,Urea
29.9,54.5,35.3,Sandy,Barley,13.3,10.9,13.7,17-17-17
37.0,69.8,30.5,Black,Oil seeds,12.6,9.0,41.5,DAP
23.9,62.7,66.2,Loamy,Cotton,37.4,3.4,1.2,Urea
24.6,61.5,62.2,Loamy,Cotton,32.3,0.3,6.3,Urea
39.8,66.6,41.4,Clayey,Paddy,15.4,1.1,46.2,DAP
29.3,52.5,47.5,Clayey,Paddy,38.2,1.0,1.2,Urea
37.5,70.3,42.5,Clayey,Paddy,13.2,2.6,42.9,DAP
26.8,55.3,27.0,Red,Ground Nuts,14.1,13.9,12.4,17-17-17
35.0,67.0,39.5,Clayey,Paddy,11.9,3.9,37.7,DAP
29.3,55.6,60.7,Red,Cotton,14.2,4.7,12.2,20-20
32.7,51.8,45.1,Sandy,Maize,25.4,3.4,22.9,28-28
29.6,50.8,42.6,Sandy,Maize,27.0,3.4,22.4,28-28
32.2,64.5,39.8,Clayey,Pulses,37.9,3.2,6.2,Urea
28.9,52.9,35.9,Sandy,Maize,26.0,0.9,22.9,28-28
28.6,62.7,60.2,Loamy,Cotton,5.7,11.1,29.6,14-35-14
30.6,57.2,32.3,Black,Millets,43.3,1.1,4.2,Urea
30.3,54.9,43.2,Clayey,Paddy,42.5,4.8,5.7,Urea
23.5,53.9,24.5,Red,Ground Nuts,19.0,15.3,9.1,17-17-17
39.4,70.1,34.5,Black,Oil seeds,14.2,11.6,46.9,DAP
24.8,66.4,63.2,Loamy,Cotton,36.6,3.3,0.3,Urea
39.6,68.8,37.8,Clayey,Paddy,12.2,3.9,43.4,DAP
30.7,60.5,56.3,Loamy,Sugarcane,11.0,5.4,33.9,14-35-14
26.5,56.2,62.3,Red,Cotton,12.8,2.0,6.9,20-20
29.1,59.5,44.3,Black,Sugarcane,11.8,13.7,11.7,17-17-17
33.7,65.8,39.3,Red,Tobacco,7.9,1.1,37.3,DAP
28.2,51.9,47.5,Loamy,Wheat,24.5,1.7,20.5,28-28
33.9,66.1,34.9,Red,Tobacco,27.9,2.3,22.0,28-28
31.1,53.2,30.2,Black,Millets,37.8,1.3,0.6,Urea
34.0,68.3,64.4,Black,Cotton,5.0,11.8,33.5,14-35-14
27.9,54.6,37.9,Sandy,Maize,42.1,1.5,4.9,Urea
33.0,65.1,53.8,Loamy,Sugarcane,15.6,13.6,10.6,17-17-17
31.7,62.1,31.2,Clayey,Pulses,38.4,0.0,6.7,Urea
28.4,58.0,44.6,Clayey,Paddy,31.9,2.6,0.0,Urea
29.8,57.4,39.7,Black,Millets,44.0,1.5,0.3,Urea
31.1,53.8,33.5,Clayey,Pulses,14.8,1.0,12.9,20-20
35.9,67.1,33.0,Red,Tobacco,14.1,3.0,39.0,DAP
34.1,51.8,41.5,Sandy,Maize,22.8,2.4,19.3,28-28
30.8,65.9,50.4,Loamy,Wheat,42.8,2.2,1.4,Urea
34.6,70.7,34.2,Clayey,Paddy,15.8,5.2,40.1,DAP
32.7,59.7,64.8,Black,Cotton,42.6,1.8,3.7,Urea
24.6,50.5,33.0,Sandy,Ground Nuts,21.9,1.4,34.7,DAP
37.3,68.3,27.8,Sandy,Barley,11.9,3.7,40.9,14-35-14
28.0,51.5,42.0,Sandy,Millets,11.2,3.4,22.4,28-28
36.5,62.6,60.2,Red,Cotton,10.4,13.8,27.9,14-35-14
30.7,51.7,49.7,Loamy,Wheat,26.6,4.7,19.3,28-28
35.1,64.2,33.9,Red,Tobacco,12.7,1.5,40.3,DAP
29.3,51.6,43.9,Sandy,Maize,41.8,1.0,1.8,Urea
35.5,58.4,44.8,Black,Sugarcane,14.8,14.1,14.3,17-17-17
25.6,55.9,27.9,Sandy,Ground Nuts,19.9,0.2,33.3,DAP
27.7,53.3,56.2,Red,Cotton,8.7,2.2,15.2,20-20
24.6,53.1,31.6,Red,Ground Nuts,10.3,0.0,37.1,DAP
35.0,70.8,34.0,Clayey,Paddy,13.4,1.3,40.3,DAP
30.1,49.9,31.1,Sandy,Barley,16.1,9.6,14.8,17-17-17
24.7,66.8,67.9,Loamy,Cotton,41.0,3.4,3.8,Urea
28.1,52.1,36.8,Black,Millets,43.0,4.7,6.5,Urea
28.2,52.7,46.6,Clayey,Paddy,43.9,0.9,3.8,Urea
27.4,55.2,32.1,Sandy,Ground Nuts,14.2,3.9,40.6,DAP
33.0,62.9,51.2,Loamy,Sugarcane,11.3,14.4,11.8,17-17-17
31.4,52.7,45.5,Loamy,Wheat,22.0,2.9,21.6,28-28
31.1,52.5,31.4,Black,Millets,45.1,2.5,0.0,Urea
29.3,50.8,31.5,Red,Ground Nuts,11.8,1.5,45.2,DAP
31.4,63.1,28.9,Loamy,Sugarcane,38.4,1.5,2.3,Urea
29.8,64.2,34.6,Red,Tobacco,29.1,4.3,19.1,28-28
34.9,64.8,33.7,Clayey,Pulses,39.3,2.5,0.5,Urea
29.9,64.1,63.4,Loamy,Cotton,8.8,14.1,32.8,14-35-14
32.2,63.8,40.1,Clayey,Paddy,12.4,1.4,24.6,28-28
30.5,60.8,58.9,Red,Cotton,10.6,11.4,34.1,14-35-14
28.7,59.6,38.2,Sandy,Millets,16.4,3.7,21.6,28-28
32.5,67.5,27.8,Loamy,Sugarcane,17.5,0.8,40.1,DAP
36.2,70.5,32.9,Black,Oil seeds,9.8,5.7,38.1,DAP
33.6,63.0,38.2,Clayey,Paddy,15.8,2.5,22.2,28-28
24.9,54.7,56.9,Red,Cotton,14.8,1.2,9.1,20-20
30.4,64.0,40.6,Clayey,Paddy,12.4,3.3,20.1,28-28
33.2,67.1,27.9,Loamy,Sugarcane,16.2,0.8,37.7,DAP
28.0,51.2,40.5,Sandy,Millets,12.9,4.1,20.3,28-28
26.2,56.3,63.4,Red,Cotton,7.8,4.6,14.1,20-20
29.3,59.6,49.4,Clayey,Paddy,39.9,1.7,5.2,Urea
26.4,56.7,30.6,Black,Millets,39.4,2.1,3.3,Urea
35.1,68.3,61.8,Black,Cotton,8.4,11.5,25.9,14-35-14
34.9,70.4,41.2,Clayey,Paddy,9.7,3.1,44.0,DAP
25.5,52.6,25.4,Red,Ground Nuts,16.8,15.0,13.1,17-17-17
30.4,62.2,38.0,Red,Pulses,17.9,1.6,22.5,28-28
28.2,54.2,33.9,Sandy,Barley,14.5,13.3,11.1,17-17-17
33.9,66.9,37.9,Red,Tobacco,11.9,2.3,42.2,DAP
33.0,61.7,54.4,Loamy,Sugarcane,14.1,6.8,30.9,14-35-14
31.0,52.2,31.6,Black,Millets,38.0,3.7,1.1,Urea
29.5,53.9,50.8,Loamy,Wheat,10.7,1.9,35.4,DAP
39.1,68.8,38.0,Clayey,Paddy,13.7,0.7,36.6,DAP
33.8,62.0,38.7,Clayey,Paddy,16.8,2.5,22.6,28-28
31.0,51.2,50.8,Loamy,Wheat,12.3,0.9,42.2,DAP
33.8,66.1,64.9,Red,Cotton,11.5,14.2,33.5,14-35-14
28.9,59.8,33.1,Black,Millets,39.7,1.1,4.1,Urea
33.1,61.0,33.0,Red,Tobacco,24.1,0.3,22.5,28-28
23.9,50.7,27.0,Sandy,Ground Nuts,17.5,4.2,36.6,DAP
36.5,67.9,43.0,Clayey,Paddy,12.8,3.4,42.4,DAP
29.4,61.1,33.9,Black,Millets,38.2,4.0,5.1,Urea
32.4,56.2,43.5,Loamy,Wheat,19.8,3.3,17.3,28-28
36.7,73.4,27.0,Black,Oil seeds,8.8,9.4,42.0,DAP
26.8,56.3,61.4,Red,Cotton,10.5,2.3,12.6,20-20
33.2,53.2,41.4,Sandy,Millets,12.9,1.4,17.8,28-28
31.9,64.1,28.5,Loamy,Sugarcane,13.7,1.1,31.8,DAP
31.9,64.6,51.4,Black,Sugarcane,11.5,17.4,9.7,17-17-17
28.8,52.8,28.9,Sandy,Ground Nuts,19.6,0.8,35.7,DAP
26.6,53.4,30.3,Red,Ground Nuts,12.4,12.5,11.6,17-17-17
29.5,50.6,55.1,Red,Cotton,8.7,2.1,13.7,20-20
25.2,62.4,63.6,Loamy,Cotton,45.9,2.4,3.0,Urea
31.1,64.9,26.8,Loamy,Sugarcane,18.2,4.3,35.9,DAP
26.6,53.1,38.1,Red,Ground Nuts,12.6,0.0,40.2,DAP
28.7,50.6,29.2,Sandy,Ground Nuts,18.9,3.3,36.7,DAP
35.6,67.8,62.3,Black,Cotton,9.7,8.8,33.4,14-35-14
28.4,50.2,26.1,Sandy,Ground Nuts,13.4,2.9,36.8,DAP
32.8,66.7,29.7,Red,Tobacco,31.0,4.3,26.7,28-28
35.5,66.1,32.7,Red,Tobacco,20.0,3.7,23.3,28-28
35.9,69.9,35.6,Sandy,Barley,16.1,1.4,40.8,14-35-14
33.7,66.2,31.3,Clayey,Pulses,42.8,1.0,3.4,Urea
32.4,49.6,41.6,Sandy,Maize,30.4,4.3,24.9,28-28
33.5,52.7,39.1,Sandy,Millets,13.6,2.4,22.7,28-28
29.0,55.3,32.8,Clayey,Pulses,11.0,2.7,12.2,20-20
35.8,68.5,39.6,Clayey,Paddy,12.8,0.9,37.8,DAP
36.6,68.8,35.7,Clayey,Paddy,11.4,4.4,43.9,DAP
34.4,58.0,62.2,Loamy,Sugarcane,13.2,7.4,31.5,14-35-14
30.1,58.2,41.8,Black,Millets,37.9,2.3,5.0,Urea
33.8,60.3,31.4,Loamy,Sugarcane,40.0,2.2,2.8,Urea
36.9,71.4,37.5,Clayey,Paddy,14.2,1.9,44.3,DAP
30.8,54.0,41.6,Sandy,Maize,33.6,0.6,8.2,Urea
28.8,53.9,28.1,Red,Ground Nuts,20.6,15.5,11.9,17-17-17
30.3,56.2,28.9,Clayey,Pulses,14.3,5.1,12.5,20-20
26.4,66.5,63.7,Loamy,Cotton,39.5,1.9,0.9,Urea
29.2,56.4,49.8,Loamy,Wheat,29.0,0.0,22.2,28-28
32.3,62.5,26.1,Loamy,Sugarcane,18.2,0.7,37.9,DAP
30.4,59.2,32.1,Black,Millets,41.0,4.7,4.1,Urea
34.6,62.9,25.5,Loamy,Sugarcane,14.8,3.1,32.6,DAP
34.2,66.0,38.9,Red,Tobacco,7.3,1.1,34.3,DAP
27.6,51.6,46.4,Loamy,Wheat,15.0,1.5,34.2,DAP
26.2,55.2,49.7,Loamy,Wheat,20.7,3.6,20.4,28-28
24.7,51.7,35.1,Sandy,Barley,17.0,9.6,15.1,17-17-17
26.9,54.4,44.6,Loamy,Wheat,22.5,4.0,15.4,28-28
32.6,62.3,36.3,Clayey,Pulses,39.0,1.9,3.8,Urea
26.7,53.0,29.5,Clayey,Pulses,14.4,5.3,10.0,20-20
26.2,57.6,55.4,Red,Cotton,10.0,4.2,8.6,20-20
31.1,59.7,65.4,Loamy,Cotton,8.5,11.7,34.5,14-35-14
32.7,64.4,37.1,Red,Tobacco,30.5,3.7,28.1,28-28
30.1,56.3,40.9,Sandy,Maize,17.0,1.7,17.0,28-28
32.1,61.9,53.8,Loamy,Sugarcane,11.0,10.5,30.3,14-35-14
33.9,60.9,37.4,Red,Tobacco,30.8,0.9,25.2,28-28
26.7,48.2,30.6,Red,Ground Nuts,9.2,2.7,36.3,DAP
30.3,55.6,40.8,Black,Millets,41.0,4.3,5.1,Urea
34.7,58.8,40.9,Sandy,Millets,13.5,3.1,16.6,28-28
31.5,60.7,62.7,Loamy,Cotton,11.8,12.1,34.0,14-35-14
30.7,51.7,40.0,Sandy,Maize,40.6,2.3,6.5,Urea
34.0,54.0,61.6,Black,Cotton,42.2,5.0,5.3,Urea
28.7,67.0,32.1,Loamy,Sugarcane,12.5,1.0,43.2,DAP
32.2,59.3,37.5,Clayey,Pulses,40.5,2.4,0.8,Urea
31.6,59.3,48.2,Clayey,Paddy,34.4,1.3,0.3,Urea
30.2,52.9,34.5,Sandy,Maize,36.9,2.3,4.0,Urea
24.4,55.2,63.5,Red,Cotton,9.8,2.9,6.5,20-20
35.0,66.7,34.9,Sandy,Barley,10.8,4.6,39.1,14-35-14
31.1,65.0,33.8,Clayey,Pulses,41.5,2.3,2.0,Urea
29.5,56.4,66.7,Black,Cotton,37.1,1.6,2.9,Urea
36.6,69.3,43.1,Clayey,Paddy,12.4,2.1,37.6,DAP
24.6,64.2,61.0,Loamy,Cotton,36.3,0.0,1.3,Urea
23.9,56.1,26.3,Sandy,Ground Nuts,17.7,0.2,38.4,DAP
30.6,55.6,45.1,Sandy,Maize,26.2,1.5,19.0,28-28
36.6,65.6,43.4,Clayey,Paddy,11.8,3.1,45.9,DAP
31.6,52.7,34.3,Sandy,Maize,36.4,3.1,5.9,Urea
32.9,67.0,47.2,Loamy,Wheat,41.7,2.1,1.0,Urea
36.6,65.3,66.8,Black,Cotton,12.6,7.8,34.6,14-35-14
28.2,54.7,48.9,Loamy,Wheat,11.0,3.5,39.0,DAP
33.5,62.7,36.0,Red,Pulses,21.4,0.1,21.1,28-28
29.9,58.7,50.8,Black,Sugarcane,11.9,14.4,14.6,17-17-17
30.7,67.5,26.9,Loamy,Sugarcane,16.3,3.3,42.3,DAP
27.5,52.2,56.0,Loamy,Wheat,14.8,3.1,38.2,DAP
30.9,52.1,33.1,Clayey,Pulses,13.4,0.0,10.7,20-20
31.3,57.5,44.3,Loamy,Wheat,21.6,1.4,17.6,28-28
35.7,67.0,33.4,Loamy,Sugarcane,15.2,2.5,42.7,DAP
33.0,66.7,58.5,Red,Cotton,7.9,9.6,29.2,14-35-14
28.3,52.9,52.8,Loamy,Wheat,15.1,3.2,37.2,DAP
26.0,62.9,66.7,Loamy,Cotton,39.3,4.7,4.0,Urea
31.8,57.7,37.0,Sandy,Millets,12.1,5.0,21.2,28-28
26.1,51.5,32.0,Sandy,Barley,12.6,9.6,16.4,17-17-17
28.0,65.0,26.9,Loamy,Sugarcane,14.7,1.7,40.4,DAP
34.6,71.7,33.7,Sandy,Barley,13.0,3.7,39.2,14-35-14
29.8,63.8,51.1,Black,Sugarcane,12.8,13.6,10.6,17-17-17
24.3,58.1,60.1,Red,Cotton,9.5,3.1,14.4,20-20
30.2,52.3,37.3,Black,Millets,39.6,4.3,0.7,Urea
35.0,70.2,36.1,Red,Tobacco,13.4,0.7,43.0,DAP
28.4,57.4,42.0,Sandy,Millets,16.0,1.3,20.9,28-28
36.0,59.0,37.6,Sandy,Millets,12.2,4.2,18.5,28-28
35.5,63.6,57.1,Loamy,Sugarcane,14.4,7.3,29.3,14-35-14
30.8,54.1,41.1,Sandy,Millets,12.6,5.0,18.7,28-28
30.8,65.6,27.4,Loamy,Sugarcane,14.7,2.2,38.3,DAP
28.0,49.5,28.7,Red,Ground Nuts,12.2,2.5,40.4,DAP
30.9,59.6,33.0,Black,Millets,37.4,4.4,3.1,Urea
39.7,70.8,43.9,Clayey,Paddy,8.4,4.3,46.2,DAP
28.3,64.5,56.6,Loamy,Cotton,8.2,12.6,28.5,14-35-14
28.2,52.0,35.4,Black,Millets,45.0,4.6,1.5,Urea
32.9,57.1,39.2,Sandy,Maize,21.3,2.2,17.5,28-28
27.8,54.8,29.3,Red,Ground Nuts,17.5,19.1,12.7,17-17-17
32.7,67.6,56.0,Loamy,Sugarcane,12.9,14.9,15.4,17-17-17
34.2,65.6,45.1,Clayey,Paddy,15.1,0.4,22.0,28-28
27.5,61.6,62.7,Loamy,Sugarcane,10.1,10.4,34.7,14-35-14
28.3,52.4,28.6,Clayey,Pulses,12.5,1.2,11.3,20-20
25.5,56.4,28.6,Sandy,Ground Nuts,20.2,1.4,35.1,DAP
34.3,64.4,39.5,Clayey,Paddy,13.0,0.6,20.8,28-28
35.6,70.7,35.3,Sandy,Barley,9.6,4.1,37.3,14-35-14
33.2,55.9,38.3,Sandy,Millets,14.3,2.7,21.7,28-28
30.8,51.1,34.0,Sandy,Maize,32.7,3.2,4.4,Urea
32.4,60.1,55.9,Black,Sugarcane,12.8,13.3,15.4,17-17-17
36.7,71.0,34.0,Sandy,Barley,15.4,2.2,36.9,14-35-14
27.9,54.3,37.6,Red,Ground Nuts,13.8,4.7,37.8,DAP
36.9,68.7,38.3,Clayey,Paddy,12.3,4.6,45.7,DAP
36.0,69.2,30.9,Sandy,Barley,11.3,1.8,35.6,14-35-14
26.0,53.5,35.7,Sandy,Barley,15.1,12.8,13.7,17-17-17
31.0,58.0,45.4,Clayey,Paddy,35.9,4.6,0.0,Urea
29.8,53.4,37.6,Sandy,Maize,43.8,3.6,5.8,Urea
26.9,52.6,37.2,Sandy,Barley,16.5,9.8,10.5,17-17-17
33.8,64.7,34.1,Loamy,Sugarcane,40.7,1.2,5.7,Urea
30.2,54.8,63.1,Black,Cotton,43.3,3.7,0.9,Urea
25.1,51.3,56.8,Red,Cotton,9.3,3.3,9.6,20-20
27.4,58.3,60.8,Red,Cotton,14.5,2.9,12.3,20-20
31.4,59.0,56.5,Loamy,Cotton,9.4,11.6,35.8,14-35-14
27.6,58.1,61.5,Loamy,Cotton,10.2,11.1,34.6,14-35-14
31.8,64.8,39.7,Clayey,Pulses,40.2,2.5,0.3,Urea
31.6,53.9,33.6,Black,Millets,43.3,2.7,1.2,Urea
28.4,51.6,38.8,Sandy,Barley,14.2,13.4,15.0,17-17-17
27.2,55.0,66.7,Black,Cotton,38.7,2.9,1.4,Urea
27.0,54.2,34.7,Red,Ground Nuts,14.9,3.2,40.0,DAP
33.3,57.7,40.0,Sandy,Maize,28.6,3.7,22.2,28-28
32.1,63.9,38.3,Clayey,Pulses,40.8,2.1,1.6,Urea
29.8,48.5,25.5,Red,Ground Nuts,20.8,15.4,11.4,17-17-17
27.6,51.9,26.5,Clayey,Pulses,11.5,5.0,10.6,20-20
32.7,64.5,47.8,Clayey,Paddy,17.2,0.6,20.5,28-28
28.7,53.4,48.7,Clayey,Paddy,33.0,0.7,1.8,Urea
31.8,64.0,57.0,Loamy,Cotton,5.7,12.1,35.2,14-35-14
26.5,55.2,31.9,Sandy,Ground Nuts,20.7,0.9,42.3,DAP
32.2,49.9,43.8,Sandy,Maize,29.3,4.6,16.6,28-28
23.8,67.5,63.9,Loamy,Cotton,37.4,2.3,6.0,Urea
29.0,53.8,44.4,Loamy,Wheat,24.2,1.5,22.4,28-28
31.6,50.0,40.3,Sandy,Millets,9.3,3.1,19.0,28-28
30.0,68.6,37.2,Red,Tobacco,21.5,3.4,18.6,28-28
32.5,63.9,29.6,Red,Tobacco,25.0,0.3,24.1,28-28
36.5,67.2,61.0,Black,Cotton,8.9,7.9,32.5,14-35-14
32.2,61.9,52.9,Loamy,Sugarcane,11.1,16.3,13.0,17-17-17
30.2,55.6,41.7,Sandy,Maize,29.4,3.8,20.5,28-28
31.3,66.4,31.9,Clayey,Pulses,38.4,0.9,1.7,Urea
32.3,64.6,48.9,Black,Sugarcane,13.4,14.7,12.3,17-17-17
36.6,60.1,58.3,Red,Cotton,12.7,11.4,31.1,14-35-14
32.4,63.7,46.8,Loamy,Wheat,41.7,2.1,4.3,Urea
28.6,54.0,39.5,Sandy,Barley,12.7,8.2,12.5,17-17-17
27.9,63.5,57.3,Loamy,Sugarcane,10.4,7.0,34.3,14-35-14
36.2,65.0,31.0,Red,Tobacco,9.1,2.9,34.7,DAP
35.3,69.7,36.6,Black,Oil seeds,12.6,7.6,39.4,DAP
27.2,54.2,38.5,Black,Millets,44.2,4.7,3.4,Urea
30.9,61.9,43.3,Clayey,Paddy,13.1,3.5,21.0,28-28
35.6,69.8,34.3,Sandy,Barley,13.6,3.6,42.1,14-35-14
37.2,71.1,37.4,Clayey,Paddy,16.9,1.5,41.1,DAP
26.3,62.6,65.4,Loamy,Cotton,6.9,11.5,35.2,14-35-14
30.2,59.4,45.5,Clayey,Paddy,42.3,5.5,4.7,Urea
32.4,64.0,39.7,Clayey,Paddy,15.3,2.1,20.0,28-28
39.7,68.9,32.2,Red,Tobacco,11.3,1.4,36.3,DAP
31.2,61.5,40.6,Clayey,Paddy,16.5,0.9,22.6,28-28
24.5,66.9,65.5,Loamy,Cotton,39.8,3.7,3.5,Urea
27.9,57.4,24.2,Clayey,Pulses,13.0,2.6,14.0,20-20
32.7,63.9,51.0,Loamy,Sugarcane,13.4,14.9,15.5,17-17-17
29.0,51.9,33.3,Sandy,Maize,37.1,1.7,3.1,Urea
26.5,63.2,67.4,Loamy,Cotton,38.9,4.2,6.1,Urea
29.6,57.5,57.8,Red,Cotton,13.7,2.6,13.9,20-20
28.6,53.7,34.5,Black,Millets,40.9,0.1,5.5,Urea
36.8,66.3,56.5,Loamy,Sugarcane,13.3,14.2,12.5,17-17-17
26.8,56.4,63.7,Red,Cotton,7.5,4.7,9.2,20-20
33.5,55.3,36.5,Sandy,Maize,22.9,2.2,22.1,28-28
30.7,53.8,30.2,Clayey,Pulses,10.9,2.9,11.0,20-20
34.4,61.0,55.8,Black,Sugarcane,8.5,14.1,10.7,17-17-17
26.0,51.9,54.4,Red,Cotton,12.1,0.8,14.0,20-20
31.8,61.5,39.9,Clayey,Paddy,15.7,0.3,18.0,28-28
32.9,65.9,28.3,Loamy,Sugarcane,15.5,1.6,45.1,DAP
25.0,51.4,38.6,Sandy,Barley,19.1,11.3,10.6,17-17-17
27.3,56.9,48.3,Loamy,Wheat,24.9,1.2,18.1,28-28
30.6,63.7,48.1,Loamy,Wheat,44.7,0.1,0.0,Urea
33.9,67.6,57.8,Black,Cotton,11.0,12.6,30.6,14-35-14
31.3,60.0,45.8,Clayey,Paddy,41.6,3.0,4.4,Urea
26.9,51.5,30.7,Red,Ground Nuts,14.6,17.3,13.9,17-17-17
35.8,64.1,57.1,Red,Cotton,11.2,11.8,26.2,14-35-14
27.7,59.1,45.4,Clayey,Paddy,39.4,0.8,1.6,Urea
27.8,56.5,30.9,Clayey,Pulses,10.9,2.8,13.5,20-20
29.4,51.9,40.0,Sandy,Millets,9.7,2.7,15.6,28-28
34.5,63.0,38.3,Clayey,Pulses,41.4,4.1,6.3,Urea
28.8,59.3,38.9,Black,Millets,34.5,1.3,3.4,Urea
30.9,54.8,34.2,Sandy,Ground Nuts,19.5,0.0,42.2,DAP
30.7,51.3,50.3,Loamy,Wheat,11.2,1.6,42.0,DAP
30.4,62.7,61.9,Red,Cotton,9.0,9.3,27.3,14-35-14
33.5,64.9,65.0,Black,Cotton,9.5,11.8,36.2,14-35-14
28.5,66.6,25.3,Loamy,Sugarcane,16.2,3.3,33.6,DAP
26.6,59.4,67.0,Black,Cotton,39.6,0.0,3.5,Urea
35.7,68.6,38.2,Clayey,Paddy,13.0,0.0,40.3,DAP
30.1,62.7,37.2,Red,Tobacco,27.2,4.1,26.3,28-28
34.4,60.8,44.6,Clayey,Paddy,16.5,1.5,20.0,28-28
